고유번호,지역,상호,상표,주소,전화번호
A0002193,제주 서귀포시,SK행복충전 성산LPG충전소,SK가스,제주 서귀포시 성산읍 일주동로 4495,064-784-7272,
A0030881,제주 서귀포시,SK행복충전 동천가스충전소,SK가스,제주특별자치도 서귀포시 일주동로 9052,064-739-3488,
A0030974,제주 서귀포시,대홍충전소,GS칼텍스,제주 서귀포시 중산간동로 7967 (동홍동),064-732-5185,
A0030992,제주 서귀포시,SK행복충전 모슬포충전소,SK가스,제주 서귀포시 대정읍 일주서로 2556,064-792-7788,
A0031004,제주 서귀포시,SK행복충전 성산동부가스충전소,SK가스,제주 서귀포시 성산읍 일주동로 4085,064-784-1321,
A0031043,제주 서귀포시,SK행복충전 유진가스충전소,SK가스,제주특별자치도 서귀포시 표선면 번영로 3239,064-787-0459,
A0031058,제주 서귀포시,SK행복충전 안덕하나충전소,SK가스,제주 서귀포시 안덕면 한창로 178,064-794-6996,
A0031082,제주 서귀포시,SK행복충전 서귀포충전소,SK가스,제주특별자치도 서귀포시 동홍남로 85 (동홍동),064-762-6409,
A0031090,제주 서귀포시,SK행복충전 한라에너지 한라충전소,SK가스,제주 서귀포시 일주동로 8281 (신효동),064-767-2222,
A0031093,제주 서귀포시,SK행복충전 송악충전소,SK가스,제주특별자치도 서귀포시 대정읍 일주서로 2184,064-792-7890,
A0031094,제주 서귀포시,SK행복충전 중문충전소,SK가스,제주 서귀포시 일주서로 1120,064-738-8680,
A0031130,제주 서귀포시,SK행복충전 천마강정충전소,SK가스,제주 서귀포시 일주서로 77,064-739-6608,
A0031147,제주 서귀포시,SK행복충전 표선충전소,SK가스,제주특별자치도 서귀포시 표선면 일주동로 5691,064-787-8989,
A0032870,제주 서귀포시,중문관광단지충전소,GS칼텍스,제주 서귀포시 일주서로 1076,064-738-5157,
A0022901,대구 동구,신대한LPG 제1충전소,SK가스,대구 동구 동부로 89 (신천동),053-752-8411,
A0022926,대구 동구,팔공산LPG충전소,S-OIL,대구 동구 팔공산로 279 (덕곡동),053-986-8030,
A0023011,대구 동구,율하LPG충전소,SK가스,대구광역시 동구  안심로 24 (안심2동),053-956-3700,
A0023066,대구 동구,동도LPG충전소,S-OIL,대구 동구 안심로 32 (용계동),053-962-1212,
A0023083,대구 동구,(주)경북가스,S-OIL,대구 동구 효신로16길 122 (효목동),053-751-7777,
A0023109,대구 동구,달구벌충전소,SK에너지,대구 동구 동촌로 207 (방촌동),053-983-6051,
A0024245,대구 동구,(주)이엔아이 아주LPG충전소,SK가스,대구 동구 공항로 149,053-985-9800,
A0023159,대구 서구,청구LPG충전소,E1,대구 서구 국채보상로 92,053-552-1123,
A0023401,대구 서구,화성가스,S-OIL,대구 서구 와룡로 346,053-565-0221,
A0023505,대구 서구,SK행복충전 서대구IC충전소,SK가스,대구 서구 북비산로 48,053-566-0009,
A0026569,대구 서구,SK행복충전 신대한LPG충전소,SK가스,대구 서구 서대구로 121 (평리동),053-562-9700,
A0033670,대구 서구,(주)삼원에너지 수성충전소,S-OIL,대구 수성구 달구벌대로 2780,053-759-7700,
A0026710,대구 남구,(주)경북가스남부충전소,S-OIL,대구 남구 성당로 22,053-624-4834,
A0022778,대구 북구,(주)칠곡IC충전소,HD현대오일뱅크,대구 북구  매천로 307,053-327-2277,
A0023197,대구 북구,북대구LPG충전소,E1,대구 북구 동북로 3 (산격동),053-384-5177,
A0023596,대구 북구,(주)팔달에너지,S-OIL,대구 북구 칠곡중앙대로 132 (매천동),053-314-4001,
A0023614,대구 북구,SK행복충전 서변LPG충전소,SK가스,대구 북구 호국로 129 (서변동),053-939-1991,
A0023646,대구 북구,남경LPG충전소,GS칼텍스,대구 북구 사수로 406,053-311-0311,
A0023701,대구 북구,SK행복충전 한신가스충전소,SK가스,대구 북구 노원로 229 (침산동),053-354-5698,
A0023707,대구 북구,(주)대평제2충전소,E1,대구 북구 동북로 212 (복현동),053-952-9000,
A0023708,대구 북구,읍내IC충전소,E1,대구 북구 칠곡중앙대로 736,053-321-0095,
A0023711,대구 북구,개인택시제5충전소,GS칼텍스,대구 북구 팔달로 77 (노원동3가),053-357-7710,
A0023760,대구 북구,대성산업㈜ 대성충전소,GS칼텍스,대구 북구 침산로 60,053-354-8822,
A0033052,대구 북구,경원LPG충전소,HD현대오일뱅크,대구 북구 사수로 432 (금호동),053-312-2552,
A0033435,대구 북구,대구개인택시조합충전소,E1,대구 북구 검단로 174,053-382-6300,
A0022848,대구 수성구,동대구가스충전소,GS칼텍스,대구 수성구 국채보상로 913,053-756-0401,
A0023044,대구 수성구,SK행복충전 대공원가스충전소,SK가스,대구 수성구 동대구로 255 (범어동),053-763-6022,
A0023081,대구 수성구,SK행복충전 동일가스충전소,SK가스,대구 수성구 청수로 1 (중동),053-762-8855,
A0023091,대구 수성구,대구개인택시운송사업조합1충전소,GS칼텍스,대구 수성구 들안로25길 7-1 (중동),053-763-0153,
A0028619,대구 수성구,상동LPG충전소,E1,대구 수성구 신천동로 51,053-764-5050,
A0023298,대구 달서구,대기에너지(주) 서남점,S-OIL,대구 달서구 달구벌대로 1631 (감삼동),053-552-3000,
A0023310,대구 달서구,SK행복충전 대구가스충전소,SK가스,대구 달서구 두류공원로 127 (성당동),053-656-8017,
A0023356,대구 달서구,SK행복충전 남대구IC충전소,SK가스,대구 달서구 성서공단로 319 (장동),053-592-8600,
A0023403,대구 달서구,(주)한성LPG충전소,S-OIL,대구 달서구 성서공단로 346,053-593-3111,
A0023420,대구 달서구,대구개인택시운송사업조합2충전소,E1,대구 달서구 와룡로 159 (감삼동),053-559-0102,
A0023459,대구 달서구,구마충전소(주)대성산업,GS칼텍스,대구 달서구 구마로 67 (본리동),053-521-9537,
A0023472,대구 달서구,계명LPG충전소,E1,대구 달서구 달구벌대로 1250,053-584-5311,
A0026681,대구 달서구,구상에너지(주),GS칼텍스,대구 달서구 성서4차첨단로 184 (월암동),053-581-7700,
A0026683,대구 달서구,(주)대천에너지,E1,대구 달서구 달서대로 109 (대천동),053-581-5050,
A0029242,대구 달서구,대구LPG충전소,E1,대구 달서구 송현로 55 (상인동),053-632-3381,
A0013146,대구 달성군,풀무원식품(주) 현풍(하)주유소,E1,대구 달성군 현풍면 중부내륙지선고속도로 3,053-614-2437,
A0022794,대구 달성군,(주)한성엘피지 옥포충전소,S-OIL,대구 달성군 옥포면 옥포로 354,053-617-8010,
A0026433,대구 달성군,달성엘피지충전소,S-OIL,대구 달성군 현풍읍 논공로 66,053-616-0777,
A0026463,대구 달성군,그린에너지프라자주유소/충전소,S-OIL,대구 달성군 논공읍 비슬로 1705,053-616-8008,
A0026486,대구 달성군,홍토주유소/충전소,SK가스,대구 달성군 논공읍 비슬로 1065,053-616-3800,
A0026531,대구 달성군,SK행복충전 문산LPG충전소,SK가스,대구 달성군 다사읍 달구벌대로 432,053-584-7089,
A0026551,대구 달성군,가창엘피지충전소,S-OIL,대구 달성군 가창면 가창로199길 19,053-768-1990,
A0026586,대구 달성군,봄봄봄주유소/충전소,HD현대오일뱅크,대구 달성군 구지면 달성2차로 159,053-615-5188,
A0026610,대구 달성군,가람충전소,E1,대구 달성군 현풍면 비슬로 799,053-616-5183,
A0026708,대구 달성군,㈜대청 현풍(대구)주유소/충전소,E1,대구 달성군 현풍면 비슬로 741,053-614-2508,
A0033035,대구 달성군,(주)한라석유 논공(광주)주유소,E1,대구 달성군 논공읍 광주대구고속도로 169,070-4304-0610,
A0033036,대구 달성군,(주)한라석유 논공(대구)주유소,E1,대구 달성군 논공읍 광주대구고속도로 170,070-4304-0630,
A0022885,대구 군위군,(주)대흥LPG,S-OIL,대구광역시 군위군 군위읍 군청로 127,054-383-9528,
A0025001,대구 군위군,군위IC충전소,S-OIL,대구광역시 군위군 군위읍 경북대로 3465,054-000-0000,
A0025176,대구 군위군,㈜부자 군위(부산방향)주유소/충전소,E1,대구광역시 군위군 군위읍 경북대로 4084,054-383-6116,
A0025177,대구 군위군,군위(춘천방향)주유소/충전소,E1,대구광역시 군위군 군위읍 경북대로 4082,054-383-6117,
A0033177,대구 군위군,삼국유사군위충전소(상주방향),SK에너지,대구광역시 군위군 부계면 치산효령로 989-23,054-382-8930,
A0033179,대구 군위군,군위영천충전소(영천방향),SK에너지,대구광역시 군위군 산성면 치산효령로 865-43,054-382-9737,
A0000897,인천 중구,계동에너지 인천공항점,SK에너지,인천 중구  공항동로465번길 10 (운서동),032-743-4190,
A0001522,인천 중구,서일산업(주)강원가스,S-OIL,인천 중구 연안부두로115번길 20,032-883-0289,
A0003679,인천 중구,SK인천충전소,SK가스,인천 중구 축항대로87번길 5 (항동7가),032-885-4961,
A0001354,인천 동구,SK행복충전 한일가스산업 송현충전소,SK가스,인천 동구  중봉대로 93 (송현동),032-761-5411,
A0008019,인천 동구,인천개인택시복지제1충전소,E1,인천 동구 방축로157번길 12 (송림동),032-578-4213,
A0001328,인천 미추홀구,도화충전소,HD현대오일뱅크,인천 미추홀구 경인로 200 (도화동),032-875-1182,
A0001399,인천 미추홀구,SK행복충전 송강충전소,SK가스,인천 미추홀구 소성로 24 (용현동),032-866-2560,
A0001423,인천 미추홀구,신기촌충전소,HD현대오일뱅크,인천 미추홀구  인하로 277 (주안동),032-867-8181,
A0001426,인천 미추홀구,한일가스 도화충전소,SK가스,인천 미추홀구 한나루로 612 (도화동),032-715-5067,
A0001544,인천 미추홀구,SK행복충전 성림가스충전소,SK가스,인천 미추홀구 경원대로 928 (주안동),032-422-3301,
A0001555,인천 미추홀구,SK행복충전 그린가스충전소,SK가스,인천 미추홀구 아암대로 132,032-883-8822,
A0006240,인천 미추홀구,주안역충전소,SK에너지,인천 미추홀구 주안로 81 (주안동),032-873-8284,
A0000521,인천 부평구,청천LPG충전소,SK에너지,인천 부평구 서달로 339 (청천동),032-502-9966,
A0001659,인천 부평구,SK행복충전 부평IC충전소,SK가스,인천 부평구 부평북로 253 (청천동),032-506-8880,
A0001677,인천 부평구,SK행복충전 (주)태보에너지 일신충전소,SK가스,인천 부평구 경인로1148번길 9,032-507-7861,
A0001724,인천 부평구,GS부평충전소,GS칼텍스,인천 부평구 안남로 399,032-511-6583,
A0001742,인천 부평구,SK행복충전 부평충전소,SK가스,인천 부평구 안남로 421 (청천동),032-502-2580,
A0001760,인천 부평구,(주)에스엠에너지직영 삼산충전소,E1,인천 부평구 평천로 524 (삼산동),032-529-5800,
A0001766,인천 부평구,개인택시 제2복지충전소,E1,인천 부평구 마장로 482 (청천동),032-516-5801,
A0001801,인천 부평구,수도석유(주) 십정충전소,S-OIL,인천 부평구 백범로 563,032-575-5180,
A0001811,인천 부평구,인천가스 주식회사,HD현대오일뱅크,인천 부평구 경인로 1196 (구산동),032-518-6001,
A0001819,인천 부평구,토우충전소,E1,인천 부평구 부평북로 273,032-529-5145,
A0007880,인천 부평구,부평LPG충전소,E1,인천광역시 부평구  부평대로216,032-507-8548,
A0010266,인천 부평구,SK행복충전 송내I.C충전소,SK가스,인천 부평구 경인로 1182 (일신동),032-502-1171,
A0033265,인천 부평구,SK행복충전 구산충전소,SK가스,인천 부평구 경인로 1203 (구산동),032-527-9898,
A0001588,인천 서구,청라충전소,GS칼텍스,인천 서구 중봉대로 148 (가좌동),032-425-0066,
A0007618,인천 서구,가좌충전소,SK에너지,인천 서구 백범로 626 (가좌동),032-582-5188,
A0007677,인천 서구,경서LPG충전소,GS칼텍스,인천 서구 중봉대로 777 (경서동),032-568-2022,
A0007707,인천 서구,우리에너지충전소,HD현대오일뱅크,인천 서구 봉수대로 1539 (금곡동),032-566-4655,
A0007720,인천 서구,태양LPG(주),GS칼텍스,인천 서구  봉수대로 258 (가좌동),032-573-2222,
A0007722,인천 서구,천일충전소,E1,인천 서구 봉수대로 1156,032-569-5191,
A0007795,인천 서구,불로충전소,E1,인천 서구 불로로 10 (불로동),032-564-4897,
A0007839,인천 서구,점보충전소,SK에너지,인천 서구 장고개로238번길 9 (가좌동),032-575-8181,
A0007940,인천 서구,이은에너지,GS칼텍스,인천 서구 백범로 845 (가좌동),032-572-2972,
A0007946,인천 서구,검단신도시충전소,E1,인천 서구 원당대로 556 (왕길동),032-569-7085,
A0007963,인천 서구,SK행복충전 대화엘피지충전소,SK가스,인천 서구 봉수대로 1308,032-567-2263,
A0008064,인천 서구,SK행복충전 이대일나누리충전소,SK가스,인천 서구 봉수대로 203 (가좌동),032-584-0888,
A0008080,인천 서구,태능가스(주) 대지충전소,S-OIL,인천광역시 서구 방축로 345,032-583-3322,
A0008083,인천 서구,금곡가스프라자,S-OIL,인천 서구 봉수대로 1497,032-562-8010,
A0008101,인천 서구,서인천LPG충전소,E1,인천 서구 경명대로 442 (경서동),032-568-1547,
A0032936,인천 서구,청라에너지,SK가스,인천 서구 봉수대로 690 (연희동),032-562-7728,
A0006208,인천 남동구,스마일충전소,HD현대오일뱅크,인천 남동구 염전로 403 (간석동),032-873-8069,
A0006288,인천 남동구,(주)가스코 제일,HD현대오일뱅크,인천 남동구 백범로 409 (간석오거리),032-422-0066,
A0006297,인천 남동구,(주)남동가스충전소,HD현대오일뱅크,인천 남동구 남동대로 626 (구월동),032-467-0038,
A0007564,인천 남동구,대공원충전소,SK가스,인천 남동구 인주대로 1072 (서창동),032-465-0323,
A0007684,인천 남동구,SK행복충전 논현충전소,SK가스,인천 남동구 청능대로468번길 1(고잔동),032-446-9094,
A0008257,인천 남동구,한성가스충전소,SK에너지,인천 남동구 석정로 495 (간석동),032-422-2446,
A0033491,인천 남동구,장수충전소,SK에너지,인천 남동구 수인로 3735,032-472-1876,
A0033518,인천 남동구,수산동충전소,GS칼텍스,인천시 남동구 소래로 475,032-473-7709,
A0033637,인천 남동구,도림가스충전소,SK에너지,인천 남동구 호구포로 388,032-425-5155,
A0033723,인천 남동구,인천개인택시 복지제3충전소,E1,인천 남동구 남동대로 551,032-822-8977,
A0032927,인천 연수구,SK행복충전 인천터미널충전소,SK가스,인천 연수구 매소홀로 730 (선학동),032-421-0362,
A0033108,인천 연수구,SK행복충전 송도LPG충전소,SK가스,인천 연수구 아암대로 888,032-858-7888,
A0001668,인천 계양구,계양에너지,SK에너지,인천 계양구 벌말로 342 (동양동),032-553-7222,
A0001709,인천 계양구,장기충전소,자가상표,인천광역시 계양구  드림로 932 (계양1동),032-521-0336,
A0001725,인천 계양구,SK행복충전 협진충전소,SK가스,인천 계양구 아나지로 275 (작전동),032-545-3225,
